,designation,company_name,location,estab_year,employees_count,job_description,skills,hr_name,experience_req,emp_overall_rating,emp_wl_bal_rating,emp_salary_n_benefits_rating,emp_comp_culture_rating,emp_career_growth_rating,emp_diversity_n_inclusion_rating,emp_likely_to_recomm_rating
89,International Voice Process,Suraasa,Gurgaon,Founded in 2017,50 - 200 employees,Function: Sales and Business → Sales / Business Development,International Sales,"Priya
Hr
at Hindustan Recruitment",1-2 Years,4.9,4.3,4.6,4.9,4.9,4.9,5
90,Backend Developer,DeNovo Systems,Chennai,Founded in 2014,10 - 50 employees,"Function: Software Engineering → Backend Development, Frontend Development, Full-Stack Development","AWS
MySQL
API Testing
MongoDB
Spring Boot","Nirosha Yalawar
HR Recruiter
at Polar HR Services",3-5 Years,4.5,4.5,3.4,2.5,4.1,1,2
91,Android Developer,Eight Network,Bangalore,Founded in 2021,0 - 10 employees,"Function: Software Engineering → Backend Development, Full-Stack Development, Mobile Development",Kotlin,"Ashwin N
TA Manager
at AVE Promagne Business Solutions",2-4 Years,,,,,,,
92,Program Manager - Data Management,Hewlett Packard Enterprise (HPE),Mumbai,Founded in 2015,More than 1000 employees,Function: Technical Management → Product Management,SAP ERP,"Navya C M
IT recruiter
at One Degree North",12-15 Years,4.2,4.4,3.6,4.4,3.9,4.4,4.5
93,Senior Software Developer - C++,InBetween,Work From Home,Founded in 1992,10 - 50 employees,Function: Software Engineering → Backend Development,"C++
InDesign","Vipin Dhaker
Growth manager
at PloPdo",3-7 Years,3.2,2.9,2.3,3.2,2.9,2.9,3.3
94,Data Scientists,Intellect Design Arena,Work From Home,Founded in 2014,More than 1000 employees,Function: Data Science and Analysis → Data Science / Machine Learning,"Python
Machine Learning
NLP","Sridevi Viswanathan
Head Consulting
at Hub Work",3-7 Years,4.1,3.9,4,4.1,4.1,4.1,4.2
95,UI Developer,Intellect Design Arena,Work From Home,Founded in 2014,More than 1000 employees,Function: Software Engineering → Frontend Development,"Vue.js
JavaScript
HTML
CSS","Sridevi Viswanathan
Head Consulting
at Hub Work",3-6 Years,4.1,3.9,4,4.1,4.1,4.1,4.2
96,Data Engineer,OrangeMantra,Bangalore,Founded in 2001,50 - 200 employees,Function: Data Science and Analysis → Data Science / Machine Learning,"Python
SQL","Navya C M
IT recruiter
at One Degree North",2-5 Years,4.4,4.3,4.2,4.3,4.4,4.4,4.7
97,VP Product - Credit Card,Paytm,Work From Home,Founded in 2000,More than 1000 employees,Function: Technical Management → Product Management,"Credit Cards
Product Management","Priyal
Talent Acquisition Specialist
at Catalyst IQ",10-15 Years,3.8,3.4,3.5,3.4,3.8,3.6,3.7
98,Hadoop Administrator,Verizon Communications,Bangalore,Founded in 1983,More than 1000 employees,"Function: IT Operations and Support → DevOps / Cloud, Technical / Production Support","Hadoop
Jenkins
Kafka
Spark
Unix","Asha L
TA Manager
at Wenger & Watson",2-7 Years,3.8,3.5,4.1,3.7,3.7,4.1,3.6
99,Career Counsellor,Yangpoo Executive Education,Mumbai,Founded in 2016,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Sales
Business Development
Direct Sales
Corporate Sales
International Sales","Mansi Goyal
HR Manager
at Hindustan Recruitment",0-1 Years,3.8,3.2,3.5,3.6,3.7,3.6,3.9
100,Principal Software Engineer,Advanced Business and Healthcare India,Bangalore,Founded in 2010,More than 1000 employees,"Function: Software Engineering → Backend Development, Engineering Management, Solution Architecture / Presales","Java
Microservices
Spring Boot
Architecture
AWS","Divya Sharma
Recruitment Manager
at HireTale",9-14 Years,3.6,3.9,3.2,3.7,3.7,4,3.5
101,DevOps Engineer,Arintra,Bangalore,Founded in 2020,10 - 50 employees,Function: IT Operations and Support → DevOps / Cloud,"CI - CD
Jenkins
AWS
Python
Java","Ramya Tanya
AssociateTechnicalAcquisition
at Zyoin",5-8 Years,,,,,,,
102,.NET Core Developer,Baygrape Technology Solutions,Bangalore,Founded in 2016,10 - 50 employees,Function: Software Engineering → Backend Development,".NET
LINQ
Git","Deval Talati Shah
HR
at CornerTree Consulting",4-9 Years,,,,,,,
103,SRE - TKG,GlobalLogic,Bangalore,Founded in 2000,More than 1000 employees,Function: Technical Management → Engineering Management,Kubernetes,"Priyanka Paul
Talent Acquisition Specialist
at Karya Consultants",3-8 Years,4.1,4.1,3.6,4.1,3.9,4,4.3
104,Tech Lead - C++,InBetween,Work From Home,Founded in 1992,10 - 50 employees,Function: Software Engineering → Backend Development,"C++
InDesign","Vipin Dhaker
Growth manager
at PloPdo",5-10 Years,3.2,2.9,2.3,3.2,2.9,2.9,3.3
105,Data Scientist,Mashreq Bank,Bangalore,Founded in 1967,More than 1000 employees,Function: Data Science and Analysis → Data Science / Machine Learning,"Machine Learning
NLP
Python
Data Analysis
SQL","Chetan Kumar Marturkar
Talent Acquisition
at Shortlist Professionals",5-9 Years,3.7,3.1,3.7,3.5,3.6,3.6,3.5
106,Regional Sales Manager,Mensa Brands,Bangalore,Founded in 2017,10 - 50 employees,Function: Sales and Business → Sales / Business Development,"Sales
Business Development","Manjit Kaur
Senior Recruiter
at Risah Careers",8-13 Years,,,,,,,
107,Lead Developer,Swimlane,Hyderabad,Founded in 2014,200 - 500 employees,Function: Software Engineering → Backend Development,"Python
Django
Flask","Ramya Tanya
AssociateTechnicalAcquisition
at Zyoin",8-12 Years,,,,,,,
108,SSE,Swimlane,Hyderabad,Founded in 2014,200 - 500 employees,Function: Software Engineering → Backend Development,"Python
Django
Flask","Ramya Tanya
AssociateTechnicalAcquisition
at Zyoin",4-8 Years,,,,,,,
109,SSE / FE,Zepto,Bangalore,Founded in 2021,More than 1000 employees,Function: Software Engineering → Frontend Development,"JavaScript
React Native
React.js","Ramya Tanya
AssociateTechnicalAcquisition
at Zyoin",2-7 Years,3.7,3,3.7,3.5,3.9,3.4,3.5
110,UI Developer,ARi,Chennai,Founded in 2006,More than 1000 employees,Function: Software Engineering → Frontend Development,"Angular
HTML
CSS
JavaScript","Archana Tr
Recruiter
at Wenger & Watson",4-6 Years,,,,,,,
111,Wordpress Developer - Lead,Asentech,Work From Home,Founded in 2007,50 - 200 employees,"Function: Software Engineering → Backend Development, Full-Stack Development","PHP
Wordpress
HTML
jQuery
Jira","Jai Singh
Recruiter
at PurpleTech",8-12 Years,4.2,3.9,3.9,4,4.2,4.1,4.2
112,SAP FICO + Tax Consultant,Donyati,Work From Home,Founded in 2015,50 - 200 employees,Function: Software Engineering → Other Software Development,"SAP FICO
IDOC
SAP HANA
SAP Fiori","Venkatesh Palani
Recruiter
at SproutsAI",8-13 Years,4.2,4.5,4.3,4.4,4.2,4.3,4.3
113,Product Manager,ElectricPe,Bangalore,Founded in 2021,10 - 50 employees,"Function: Technical Management → Product Management, Project Management","Product Management
Project Management
Enterprise Software
Consumer Software
PMP","Manish Nirwal
Talent Aquisition
at Hire Steezy",5-10 Years,4.6,4.1,4.2,4.5,4.7,4.1,4.5
114,Backend Engineer,Loop Kitchen,Work From Home,Founded in 2022,0 - 10 employees,Function: Software Engineering → Backend Development,"Python
Data Structures
Algorithms","Ravi Dubey
Recruitment Manager
at HyrEzy Talent Solutions",1-2 Years,,,,,,,
115,Backend Developer - Java,Mensa Brands,Bangalore,Founded in 2017,10 - 50 employees,Function: Software Engineering → Backend Development,"Java
SQL
Data Structures
NoSQL
Microservices","Manjit Kaur
Senior Recruiter
at Risah Careers",2-5 Years,,,,,,,
116,Python Developer,Swimlane,Hyderabad,Founded in 2014,200 - 500 employees,Function: Software Engineering → Backend Development,"Python
Django
Flask
Data Structures
AWS","Safafirdos Shaikh
Associate Talent Acquisition
at Zyoin",4-8 Years,,,,,,,
117,Senior Data Scientist,Swimlane,Hyderabad,Founded in 2014,200 - 500 employees,Function: Data Science and Analysis → Data Science / Machine Learning,"Python
Machine Learning
AWS
NLP
Data Analysis","Lavanya R
Principal Talent Acquisition
at Zyoin",10-12 Years,,,,,,,
118,Machine Learning Engineer,Verizon Communications,Bangalore,Founded in 1983,More than 1000 employees,Function: Data Science and Analysis → Data Science / Machine Learning,"Machine Learning
Google Cloud
BigQuery
Python
MLOps","Ipshita Samantroy
Talent Acquisition Specialist
at Wenger & Watson",3-5 Years,3.8,3.5,4.1,3.7,3.7,4.1,3.6
119,Data Analyst,WeRize,Bangalore,Founded in 2019,50 - 200 employees,Function: Data Science and Analysis → Data Analysis / Business Intelligence,"Python
SQL","Nisha Sharma
Recruiter
at Paddlelift",1-4 Years,4,2.3,3.6,3.6,3.6,3.3,2.4
120,Sales Executive / Senior Sales Executive,ADOS Interiors,Bangalore,Founded in 2014,10 - 50 employees,Function: Sales and Business → Sales / Business Development,"Sales
Direct Sales
Customer Relationship
Customer Service
Corporate Sales","Suranjan Barman
Recruiter
at Suyojett",1-4 Years,,,,,,,
121,Senior Sales Executive / Sales Manager,ADOS Interiors,Bangalore,Founded in 2014,10 - 50 employees,"Function: Sales and Business → Customer Service, Sales / Business Development","Sales
Business Development
Direct Sales
Customer Interaction
Customer Service","Suranjan Barman
Recruiter
at Suyojett",3-8 Years,,,,,,,
122,.NET Developer,AHAsolar,Ahmedabad,Founded in 2017,10 - 50 employees,"Function: Software Engineering → Backend Development, Frontend Development, Mobile Development",".NET
ASP.NET
C#
SQL Server","Kanchan Pawar
Sr. Manager
at Apex One Team",2-5 Years,,,,,,,
123,Staff Software Engineer,Allen Career Institute,Bangalore,Founded in 1988,More than 1000 employees,"Function: Software Engineering → Frontend Development, Full-Stack Development","JavaScript
React.js
Node.js
Angular","Riya Prasad
Recruiter
at Wenger & Watson",8-13 Years,4,3.4,3.7,4,4,4.2,3.9
124,Dot .NET Developer,Asentech,Work From Home,Founded in 2007,50 - 200 employees,"Function: Software Engineering → Backend Development, Full-Stack Development",".NET
SQL Server
jQuery
C#
Agile","Jai Singh
Recruiter
at PurpleTech",5-7 Years,4.2,3.9,3.9,4,4.2,4.1,4.2
125,SEO Specialist,Asentech,Work From Home,Founded in 2007,50 - 200 employees,"Function: Marketing → Online Marketing, PR / Communications, SEO / SEM","SEO
SEM
SEMrush
Jira
Social Media Marketing","Jai Singh
Recruiter
at PurpleTech",4-5 Years,4.2,3.9,3.9,4,4.2,4.1,4.2
126,Education Counsellor - B2C Sales,IDP Education,Mumbai,Founded in 1969,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Education Counselling
Sales","Priyanka Patra
Trainee Talent Acquisition
at Zyoin",3-8 Years,3.9,3.8,3.7,3.9,3.7,3.9,4
127,Principal Product Manager,Quince,Hyderabad,Founded in 2018,50 - 200 employees,Function: Technical Management → Product Management,"Product Management
Fraud Management
Agile
Order Fulfillment
Loyalty Programs","Kiran Palakodeti
Founder/Director
at ConsultMeIn",12-15 Years,2,1,3,1,2.5,3,
128,Accounts Executive,Volvo Martial Motors,Bangalore,Founded in 2012,200 - 500 employees,Function: Operations → Accounting / Finance,"GST
TDS
Tally
Banking Operations
Microsoft Excel","Fathima Zoya
Director
at Team Focus Corporate Solution",3-8 Years,,,,,,,
129,Sales Consultant,Volvo Martial Motors,Bangalore,Founded in 2012,200 - 500 employees,"Function: Marketing → Brand Management, Customer Service, Sales / Business Development","Business Development
Marketing
Customer Interaction
Sales Operations
Microsoft Excel","Fathima Zoya
Director
at Team Focus Corporate Solution",3-6 Years,,,,,,,
